ref,state,constituency,img_link,won_status,votes,votes_percentage,name,party_name
2393,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/ADARI-2024-20240419060859.jpg,lost,235,( -149376),ADARI NAGARAJU,Independent
2394,Andhra Pradesh,Palakonda (10),img/nota.jpg,,2834,( -146777),NOTA,None of the Above
2395,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KONAT-2024-20240419072908.jpg,won,115126,(+ 65764),KONATHALA RAMAKRISHNA,Janasena Party
2396,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/BHARA-2024-20240424043916.jpg,lost,49362,( -65764),BHARATH KUMAR MALASALA,Yuvajana Sramika Rythu Congress Party
2397,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/ILLAR-2024-20240423053601.jpg,lost,1895,( -113231),I. R. GANGADHAR,Indian National Congress
2398,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/SUDIK-2024-20240418055937.jpg,lost,1306,( -113820),SUDHIKONDA MANIKYALA RAO,Bahujan Samaj Party
2399,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KANIS-2024-20240423052108.jpg,lost,700,( -114426),KANISETTY SURESH BABU,Jai Bharat National Party
2400,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KAPAR-2024-20240424042933.jpg,lost,652,( -114474),KAPARAPU SATYANARAYANA,Independent
2401,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/VVR-2024-20240423055735.jpg,lost,436,( -114690),V.V. RAMACHANDRA RAO SURISETTY,Prem Janata Dal
2402,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/VENKA-2024-20240422031458.jpg,lost,385,( -114741),OMMI VENKAT YADAV,Samajwadi Party
2403,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/ALLAS-2024-20240420032631.jpg,lost,314,( -114812),ALLA SATTI RAJU,Independent
2404,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/DOMME-2024-20240425052944.jpg,lost,275,( -114851),DOMMESI APPARAO,Republican Party of India (Khobragade)
2405,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/POLAM-2024-20240420032831.jpg,lost,245,( -114881),AMBIKADEVI POLAMARASETTY,Pyramid Party of India
2406,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/THOTA-2024-20240425052021.jpg,lost,229,( -114897),THOTA VENKATA SAI MUKUND,Praja Prasthanam Party
2407,Andhra Pradesh,Palakonda (10),img/nota.jpg,,1853,( -113273),NOTA,None of the Above
2408,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/CHENN-2024-20240424122759.jpg,won,97868,(+ 64594),CH.VAMSI KRISHNA SRINIVAS,Janasena Party
2409,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/GANES-2024-20240420024857.jpg,lost,33274,( -64594),GANESH KUMAR VASUPALLI,Yuvajana Sramika Rythu Congress Party
2410,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/VASUP-2024-20240423124651.jpg,lost,3940,( -93928),VASUPALLI SANTOSH KUMAR,Indian National Congress
2411,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/RAMUK-2024-20240422030320.jpg,lost,932,( -96936),KADIRI RAMU,Bahujan Samaj Party
2412,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/VAMSI-2024-20240425034821.jpg,lost,551,( -97317),VAMSI KIRTHI KUMAR BUDDHAVARAPU,Jatiya Jana Sena Party
2413,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/YERRA-2024-20240425032104.jpg,lost,382,( -97486),YERRAMSETTY SURESH KUMAR,Jai Bharat National Party
2414,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KILLA-2024-20240425033856.jpg,lost,317,( -97551),KILLAPARTHI MANGARATNAM,Independent
2415,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/JBIPI-2024-20240420044713.jpg,lost,271,( -97597),J.BIPIN KUMAR JAIN,Independent
2416,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/RAVAD-2024-20240425022322.jpg,lost,232,( -97636),RAVADA TATA RAO,Naba Bharata Nirmana Seva Party
2417,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/DURGA-2024-20240420121758.jpg,lost,214,( -97654),GUNTU .DURGA PRASAD,Bhartiya Rashtriya Dal
2418,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/THARA-2024-20240422011808.jpg,lost,194,( -97674),THARAKARAM LAGISETTI.,Independent
2419,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/DOLAJ-2024-20240425023837.jpg,lost,131,( -97737),DOLA JAGADESH,Independent
2420,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KAMBE-2024-20240422013908.jpg,lost,118,( -97750),K. SRIDEVI,Jai Maha Bharath Party
2421,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/BURAS-2024-20240424032706.jpg,lost,108,( -97760),BURA SRINIVASU RAO,Praja Prasthanam Party
2422,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SURAD-2024-20240425025738.jpg,lost,99,( -97769),SURADA YELLAJI,Samajwadi Party
2423,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/KADAG-2024-20240503060613.jpg,lost,66,( -97802),KADAGALA ESWARARAO,Independent
2424,Andhra Pradesh,Palakonda (10),img/nota.jpg,,631,( -97237),NOTA,None of the Above
2425,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/LOKAM-2024-20240419092444.jpg,won,109915,(+ 39829),LOKAM NAGA MADHAVI,Janasena Party
2426,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/APPAL-2024-20240418091035.jpg,lost,70086,( -39829),APPALANAIDU BADDUKONDA,Yuvajana Sramika Rythu Congress Party
2427,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SARAG-2024-20240425042557.jpg,lost,1667,( -108248),SARAGADA RAMESH KUMAR,Indian National Congress
2428,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/LENKA-2024-20240425043209.jpg,lost,1445,( -108470),LENKA MADHAVI,Navarang Congress Party
2429,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/YERUK-2024-20240419091250.jpg,lost,1396,( -108519),YERUKONDA TEJA RANI,Bahujan Samaj Party
2430,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/PASUP-2024-20240424032440.jpg,lost,463,( -109452),PASUPULETI SATYA PRASAD BABU,Independent
2431,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/ADAPA-2024-20240422055217.jpg,lost,433,( -109482),ADAPAKA SURIBABU,Reforms Party of India
2432,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KANDA-2024-20240419094050.jpg,lost,406,( -109509),KANDAMMATIL JAYESH,Independent
2433,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/NADIP-2024-20240424033823.jpg,lost,317,( -109598),NADIPENA SRINU,Akhil Bharatiya Jan Sangh
2434,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/MAJJI-2024-20240425043701.jpg,lost,308,( -109607),MAJJI NAGAMANI,Jatiya Jana Sena Party
2435,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/TOMPA-2024-20240424033357.jpg,lost,300,( -109615),TOMPALA NARASAYYA,Jaibhim Rao Bharat Party
2436,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KARRI-2024-20240419095226.jpg,lost,273,( -109642),KARRI KRISHAN,Samajwadi Party
2437,Andhra Pradesh,Palakonda (10),img/nota.jpg,,3305,( -106610),NOTA,None of the Above
2438,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/JAIKR-2024-20240425031932.jpg,won,75208,(+ 13291),JAYAKRISHNA NIMMAKA,Janasena Party
2439,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/VISWA-2024-20240419055900.jpg,lost,61917,( -13291),VISWASARAYI KALAVATHI,Yuvajana Sramika Rythu Congress Party
2440,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SAVAR-2024-20240424041553.jpg,lost,2041,( -73167),CHANTI BABU SAVARA,Indian National Congress
2441,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/VOOYA-2024-20240425034824.jpg,lost,1570,( -73638),VOOYAKA. BHANU CHANDAR,Bahujan Samaj Party
2442,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/NIMMA-2024-20240425021630.jpg,lost,1363,( -73845),KRISHNA NIMMAKA,Jatiya Jana Sena Party
2443,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/JAIPA-2024-20240425024722.jpg,lost,1025,( -74183),JAIPALU KADRAKA,Navarang Congress Party
2444,Andhra Pradesh,Palakonda (10),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/BIDDI-2024-20240422060520.jpg,lost,991,( -74217),BIDDIKA UMA MAHESWARA RAO,Gondwana Dandkaranya Party
2445,Andhra Pradesh,Palakonda (10),img/nota.jpg,,4260,( -70948),NOTA,None of the Above
2446,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/PEDDI-2024-20240418063800.jpg,won,94136,(+ 10103),P. DWARAKANATHA REDDY,Yuvajana Sramika Rythu Congress Party
2447,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/DASAR-2024-20240419061424.jpg,lost,84033,( -10103),D. JAYACHANDRA REDDY,Telugu Desam
2448,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/MNC-2024-20240422045159.jpg,lost,3444,( -90692),M.N. CHANDRA SHEKAR REDDY,Indian National Congress
2449,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/MAREK-2024-20240423033934.jpg,lost,803,( -93333),M. SURESH,Independent
2450,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SSUJ-2024-20240425030949.jpg,lost,738,( -93398),K. SUJATHA,Bahujan Samaj Party
2451,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/PEETL-2024-20240424053041.jpg,lost,637,( -93499),ANJALI PEETLARAJANALA,Jai Bharat National Party
2452,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/POKAP-2024-20240423031734.jpg,lost,475,( -93661),P.V.  VENKATAREDDY,Independent
2453,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/GUNDA-2024-20240422054101.jpg,lost,343,( -93793),GUNDALA KRISHNAPPA,Independent
2454,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/YDWA-2024-20240425065549.jpg,lost,305,( -93831),Y.DWARAKANATHA REDDY,Independent
2455,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/DULAM-2024-20240425070319.jpg,lost,302,( -93834),D. JAYA CHANDRA REDDY,Jatiya Jana Sena Party
2456,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/NARAS-2024-20240425011101.jpg,lost,266,( -93870),N. NARASIMHULU,Independent
2457,Andhra Pradesh,Araku Valley (28),img/nota.jpg,,2384,( -91752),NOTA,None of the Above
2458,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/BUSIN-2024-20240419014526.jpg,won,100264,(+ 2831),B. VIRUPAKSHI,Yuvajana Sramika Rythu Congress Party
2459,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/BVEE-2024-20240420010819.jpg,lost,97433,( -2831),B. VEERABHADRA GOWD,Telugu Desam
2460,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/ANAVE-2024-20240423034708.jpg,lost,5772,( -94492),ARAKATLA NAVEEN KISHOR,Indian National Congress
2461,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/HARIJ-2024-20240423114654.jpg,lost,1369,( -98895),H. RAMALINGAIAH,Bahujan Samaj Party
2462,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/NMOHA-2024-20240425035005.jpg,lost,674,( -99590),N  MOHAN PRASAD,Bharatha Chaitanya Yuvajana Party
2463,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/VANNU-2024-20240425015929.jpg,lost,542,( -99722),HEBBATAM VANNURAPPA,Independent
2464,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/BAPAL-2024-20240425013102.jpg,lost,536,( -99728),B. SATYANNA,Independent
2465,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/ROSAP-2024-20240425025637.jpg,lost,282,( -99982),R. LOKANATH,Independent
2466,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SSHAI-2024-20240424021101.jpg,lost,276,( -99988),SHAIK. SHAIKSHA VALI,Jai Bharat National Party
2467,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/MAHAS-2024-20240424023507.jpg,lost,227,( -100037),M. AMANULLA,Independent
2468,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/RANGA-2024-20240424115731.jpg,lost,220,( -100044),RANGASWAMY KAVALI,Independent
2469,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/ADHON-2024-20240424035952.jpg,lost,200,( -100064),ADONI ANJANEYULU,Independent
2470,Andhra Pradesh,Araku Valley (28),img/nota.jpg,,2634,( -97630),NOTA,None of the Above
2471,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/YALLA-2024-20240422023855.jpg,won,87662,(+ 12805),Y. BALANAGI REDDY,Yuvajana Sramika Rythu Congress Party
2472,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/NRAG-2024-20240501041401.jpg,lost,74857,( -12805),N. RAGHAVENDRA REDDY,Telugu Desam
2473,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/PSMUR-2024-20240424062555.jpg,lost,4660,( -83002),P. S MURLI KRISHNARAJU DORA,Indian National Congress
2474,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/GUDIP-2024-20240425072731.jpg,lost,3589,( -84073),GUDIPI SAMELU,Bahujan Samaj Party
2475,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/MRAG-2024-20240501040523.jpg,lost,624,( -87038),M. RAGHAVENDRA REDDY,Independent
2476,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/RRAG-2024-20240501042318.jpg,lost,608,( -87054),R. RAGHAVENDRA REDDY,Jatiya Jana Sena Party
2477,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/KNAG-2024-20240501041955.jpg,lost,353,( -87309),K. NAGIREDDY,Independent
2478,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/CHAKK-2024-20240501040919.jpg,lost,297,( -87365),CHAKKERA PARAMESH VALMIKI,Independent
2479,Andhra Pradesh,Araku Valley (28),img/nota.jpg,,3674,( -83988),NOTA,None of the Above
2480,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/YEDUG-2024-20240422021849.jpg,won,116315,(+ 61687),YS JAGAN MOHAN REDDY,Yuvajana Sramika Rythu Congress Party
2481,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/RAVIN-2024-20240423033543.jpg,lost,54628,( -61687),B.TECH RAVI,Telugu Desam
2482,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/DHRUV-2024-20240424045625.jpg,lost,10083,( -106232),DHRUVA KUMAR REDDY,Indian National Congress
2483,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/NIRMA-2024-20240423025438.jpg,lost,2582,( -113733),SURE NIRMALA YADAV,Bharatha Chaitanya Yuvajana Party
2484,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/BELLA-2024-20240422030247.jpg,lost,958,( -115357),BELLAM PRAVEEN KUMAR REDDI,Bahujan Samaj Party
2485,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/AMIRE-2024-20240425024300.jpg,lost,640,( -115675),EMIREDDY KRISHNA REDDY,Independent
2486,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SHAIK-2024-20240425081906.jpg,lost,544,( -115771),SHAIK. DASTHA GIRI,Jaibhim Rao Bharat Party
2487,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/GOKAN-2024-20240425035626.jpg,lost,242,( -116073),GOKANAPALLI VARAPRASAD REDDY,Independent
2488,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SIVAC-2024-20240425013719.jpg,lost,233,( -116082),SIVA CHANDRA REDDY KOMMA,Anna YSR Congress Party
2489,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/CHAND-2024-20240425065909.jpg,lost,210,( -116105),CHANDRASEKHAR REDDY SIVAIAH GARI,Independent
2490,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/VIJAY-2024-20240424024832.jpg,lost,202,( -116113),VIJAY KUMAR REDDY AKKULUGARI,Revolutionary Socialist Party
2491,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KARNA-2024-20240423020442.jpg,lost,146,( -116169),KARNA RAMESH KUMAR REDDY,All India Forward Bloc
2492,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/LINGA-2024-20240424051745.jpg,lost,119,( -116196),LINGALA RAMA LINGA REDDY,Rashtriya Janata Dal
2493,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SANJE-2024-20240425073741.jpg,lost,118,( -116197),SANJEEVA REDDY DEVIREDDY,Independent
2494,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/PANDI-2024-20240425032032.jpg,lost,113,( -116202),PANDILLAPALLE  RAMA GANGI REDDY,Independent
2495,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/THAUF-2024-20240425060901.jpg,lost,75,( -116240),SYED THAUFIQ  ALIAS SYED MYNUDDIN,Independent
2496,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/RAGHA-2024-20240424044200.jpg,lost,69,( -116246),RAGHAVAREDDY TUGUTLA,Navarang Congress Party
2497,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/GAVIR-2024-20240422042436.jpg,lost,62,( -116253),GAVIREDDY RAMESWAR REDDY,Pyramid Party of India
2498,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/VENKA-2024-20240425124844.jpg,lost,57,( -116258),VENKATASREDHAR REDDY PUPPALA,Independent
2499,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/RAVIT-2024-20240424042754.jpg,lost,54,( -116261),RAVITHEJA REDDY AJUGUTTU,Radical Party of India (Ambedkarist)
2500,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/MAHAM-2024-20240425072509.jpg,lost,50,( -116265),MAHAMMAD DARBAR BASHA NIMMAKAYALA,Independent
2501,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/MAHES-2024-20240425054926.jpg,lost,50,( -116265),MAHESWARA REDDY TALLAPALLE,Independent
2502,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/DASAR-2024-20240422010906.jpg,lost,43,( -116272),DASARI RAVI SANKAR,Jai Bharat National Party
2503,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/MADEM-2024-20240424022057.jpg,lost,37,( -116278),MADEM PUSHPANATHA REDDY,Jana Sahayaka Sakthi
2504,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/VIJAY-2024-20240425010512.jpg,lost,36,( -116279),VIJAYA BHASKAR REDDY LOMADA,Independent
2505,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KANCH-2024-20240424031948.jpg,lost,32,( -116283),KANCHERLA VENKATA SARVOTHAMA REDDY,Super Rangers Party
2506,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/YADIK-2024-20240424014522.jpg,lost,30,( -116285),YADIKI BOREDDY CHINNA YERIKALA REDDY,Andhra Rastra Praja Samithi
2507,Andhra Pradesh,Araku Valley (28),img/nota.jpg,,1764,( -114551),NOTA,None of the Above
2508,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/AKEPA-2024-20240418034555.jpg,won,92609,(+ 7016),AKEPATI AMARNATH REDDY,Yuvajana Sramika Rythu Congress Party
2509,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/BALAS-2024-20240424032800.jpg,lost,85593,( -7016),BALA SUBRAMANYAM SUGAVASI,Telugu Desam
2510,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/BUKKE-2024-20240420042150.jpg,lost,1009,( -91600),BUKKE VISWANATH NAIK,Communist Party of India
2511,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/REDAM-2024-20240425052453.jpg,lost,868,( -91741),REDAM CHINNA PENCHALAIAH,Independent
2512,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KOTAP-2024-20240423042427.jpg,lost,695,( -91914),KOTAPATI SUBBAMMA,All India Forward Bloc
2513,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SSALM-2024-20240420045720.jpg,lost,543,( -92066),SHAIK. SALMAN,Independent
2514,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SHAIK-2024-20240424080419.jpg,lost,405,( -92204),SHAIK MAHAMMAD ADIL,Independent
2515,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/SUREN-2024-20240422042959.jpg,lost,346,( -92263),DUGGANAPALLI SURENDRA REDDY,Jaibhim Rao Bharat Party
2516,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/KONET-2024-20240420050509.jpg,lost,312,( -92297),HARI ROYAL KONETI,Independent
2517,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/RENAT-2024-20240424072333.jpg,lost,271,( -92338),RAGHAVENDRA VARMA RENATI,Independent
2518,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/DOMMA-2024-20240424023347.jpg,lost,197,( -92412),DOMMA RAJU HARI PRASAD RAJU,Jai Bharat National Party
2519,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/GURRA-2024-20240425060517.jpg,lost,92,( -92517),GURRAMPATI VENKATA SUBBA REDDY,Independent
2520,Andhra Pradesh,Araku Valley (28),img/nota.jpg,,1617,( -90992),NOTA,None of the Above
2521,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/S01/DASAR-2024-20240422090902.jpg,won,90410,(+ 18567),DASARI SUDHA,Yuvajana Sramika Rythu Congress Party
2522,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/BOJJA-2024-20240422100545.jpg,lost,71843,( -18567),BOJJA ROSHANNA,Bharatiya Janata Party
2523,Andhra Pradesh,Araku Valley (28),https://results.eci.gov.in/uploads1/candprofile/E24/2024/AC/s01/NEERU-2024-20240422085300.jpg,lost,7366,( -83044),NEERUGATTU DORA VIJAYA JYOTHI,Indian National Congress
